,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
1558,Data Scientist,Data Science and Research,177300,Senior,Full-time,In-person,M
1559,Data Scientist,Data Science and Research,136000,Senior,Full-time,Remote,M
1560,Data Scientist,Data Science and Research,104000,Senior,Full-time,Remote,M
1561,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
1562,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
1563,Applied Scientist,Data Science and Research,192000,Senior,Full-time,Remote,M
1564,Applied Scientist,Data Science and Research,164000,Senior,Full-time,Remote,M
1565,Data Engineer,Data Engineering,220000,Entry-level,Full-time,In-person,M
1566,Data Engineer,Data Engineering,187000,Entry-level,Full-time,In-person,M
1567,Director of Data Science,Data Science and Research,353200,Executive,Full-time,In-person,M
1568,Director of Data Science,Data Science and Research,249300,Executive,Full-time,In-person,M
1569,Data Analyst,Data Analysis,85000,Senior,Full-time,In-person,M
1570,Data Analyst,Data Analysis,79000,Senior,Full-time,In-person,M
1571,Machine Learning Engineer,Machine Learning and AI,214500,Senior,Full-time,In-person,M
1572,Machine Learning Engineer,Machine Learning and AI,132600,Senior,Full-time,In-person,M
1573,Data Engineer,Data Engineering,131000,Senior,Full-time,In-person,M
1574,Data Engineer,Data Engineering,130000,Senior,Full-time,In-person,M
1575,Data Scientist,Data Science and Research,153600,Senior,Full-time,In-person,M
1576,Data Scientist,Data Science and Research,106800,Senior,Full-time,In-person,M
1577,Applied Scientist,Data Science and Research,220000,Senior,Full-time,Remote,M
1578,Applied Scientist,Data Science and Research,163000,Senior,Full-time,Remote,M
1579,Data Scientist,Data Science and Research,168000,Senior,Full-time,Remote,M
1580,Data Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
1581,Data Scientist,Data Science and Research,107400,Senior,Full-time,In-person,M
1582,Data Scientist,Data Science and Research,101500,Senior,Full-time,In-person,M
1583,Data Manager,Leadership and Management,80000,Executive,Full-time,In-person,M
1584,Data Manager,Leadership and Management,70000,Executive,Full-time,In-person,M
1585,Research Scientist,Data Science and Research,300000,Mid-level,Full-time,In-person,M
1586,Research Scientist,Data Science and Research,100000,Mid-level,Full-time,In-person,M
1587,Data Architect,Data Architecture and Modeling,175000,Senior,Full-time,Remote,M
1588,Data Architect,Data Architecture and Modeling,135000,Senior,Full-time,Remote,M
1589,Data Scientist,Data Science and Research,164000,Senior,Full-time,In-person,M
1590,Data Scientist,Data Science and Research,130000,Senior,Full-time,In-person,M
1591,Data Scientist,Data Science and Research,300000,Senior,Full-time,In-person,M
1592,Data Scientist,Data Science and Research,211000,Senior,Full-time,In-person,M
1593,Machine Learning Engineer,Machine Learning and AI,276000,Senior,Full-time,In-person,M
1594,Machine Learning Engineer,Machine Learning and AI,184000,Senior,Full-time,In-person,M
1595,Data Analyst,Data Analysis,115000,Mid-level,Full-time,Remote,M
1596,Data Analyst,Data Analysis,110000,Mid-level,Full-time,Remote,M
1597,Data Engineer,Data Engineering,139810,Senior,Full-time,In-person,M
1598,Data Engineer,Data Engineering,95325,Senior,Full-time,In-person,M
1599,Data Analyst,Data Analysis,167000,Senior,Full-time,In-person,M
1600,Data Analyst,Data Analysis,150000,Senior,Full-time,In-person,M
1601,Data Engineer,Data Engineering,144000,Senior,Full-time,In-person,M
1602,Data Engineer,Data Engineering,96000,Senior,Full-time,In-person,M
1603,Data Engineer,Data Engineering,140000,Senior,Full-time,In-person,M
1604,Data Engineer,Data Engineering,125000,Senior,Full-time,In-person,M
1605,Analytics Engineer,Leadership and Management,145000,Senior,Full-time,Remote,M
1606,Analytics Engineer,Leadership and Management,116000,Senior,Full-time,Remote,M
1607,Data Scientist,Data Science and Research,161000,Senior,Full-time,In-person,M
1608,Data Scientist,Data Science and Research,116300,Senior,Full-time,In-person,M
1609,Data Analyst,Data Analysis,140000,Senior,Full-time,In-person,M
1610,Data Analyst,Data Analysis,125000,Senior,Full-time,In-person,M
1611,Data Architect,Data Architecture and Modeling,175564,Senior,Full-time,Remote,M
1612,Data Architect,Data Architecture and Modeling,144854,Senior,Full-time,Remote,M
1613,Machine Learning Engineer,Machine Learning and AI,225000,Senior,Full-time,In-person,M
1614,Machine Learning Engineer,Machine Learning and AI,166000,Senior,Full-time,In-person,M
1615,Analytics Engineer,Leadership and Management,190000,Senior,Full-time,In-person,M
1616,Analytics Engineer,Leadership and Management,150000,Senior,Full-time,In-person,M
1617,Machine Learning Engineer,Machine Learning and AI,225000,Senior,Full-time,In-person,M
1618,Machine Learning Engineer,Machine Learning and AI,166000,Senior,Full-time,In-person,M
1619,Data Scientist,Data Science and Research,151300,Senior,Full-time,Remote,M
1620,Data Scientist,Data Science and Research,126100,Senior,Full-time,Remote,M
1621,Research Engineer,Data Science and Research,190000,Senior,Full-time,In-person,M
1622,Research Engineer,Data Science and Research,152000,Senior,Full-time,In-person,M
1623,Data Scientist,Data Science and Research,202600,Senior,Full-time,Remote,M
1624,Data Scientist,Data Science and Research,168800,Senior,Full-time,Remote,M
1625,Machine Learning Engineer,Machine Learning and AI,190000,Senior,Full-time,In-person,M
1626,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,In-person,M
1627,Data Analyst,Data Analysis,180000,Executive,Full-time,Remote,M
1628,Data Analyst,Data Analysis,125000,Executive,Full-time,Remote,M
1629,Business Intelligence Analyst,BI and Visualization,113000,Senior,Full-time,In-person,M
1630,Business Intelligence Analyst,BI and Visualization,90400,Senior,Full-time,In-person,M
1631,Business Intelligence Engineer,BI and Visualization,204300,Senior,Full-time,In-person,M
1632,Business Intelligence Engineer,BI and Visualization,139000,Senior,Full-time,In-person,M
1633,Data Engineer,Data Engineering,282000,Senior,Full-time,In-person,M
1634,Data Engineer,Data Engineering,208000,Senior,Full-time,In-person,M
1635,Data Engineer,Data Engineering,185000,Senior,Full-time,In-person,M
1636,Data Engineer,Data Engineering,124000,Senior,Full-time,In-person,M
1637,Research Scientist,Data Science and Research,240000,Senior,Full-time,In-person,M
1638,Research Scientist,Data Science and Research,157000,Senior,Full-time,In-person,M
1639,Machine Learning Engineer,Machine Learning and AI,212800,Senior,Full-time,In-person,L
1640,Machine Learning Engineer,Machine Learning and AI,111600,Senior,Full-time,In-person,L
1641,Data Architect,Data Architecture and Modeling,183000,Senior,Full-time,In-person,M
1642,Data Architect,Data Architecture and Modeling,147000,Senior,Full-time,In-person,M
1643,Data Engineer,Data Engineering,169000,Senior,Full-time,In-person,M
1644,Data Engineer,Data Engineering,91000,Senior,Full-time,In-person,M
1645,Data Architect,Data Architecture and Modeling,210000,Senior,Full-time,In-person,M
1646,Data Architect,Data Architecture and Modeling,160000,Senior,Full-time,In-person,M
1647,Data Analyst,Data Analysis,70900,Mid-level,Full-time,In-person,M
1648,Data Analyst,Data Analysis,49000,Mid-level,Full-time,In-person,M
1649,Data Architect,Data Architecture and Modeling,193000,Senior,Full-time,In-person,M
1650,Data Architect,Data Architecture and Modeling,128000,Senior,Full-time,In-person,M
1651,Data Scientist,Data Science and Research,168000,Senior,Full-time,In-person,M
1652,Data Scientist,Data Science and Research,130000,Senior,Full-time,In-person,M
1653,Data Engineer,Data Engineering,154000,Mid-level,Full-time,In-person,M
1654,Data Engineer,Data Engineering,103000,Mid-level,Full-time,In-person,M
1655,Data Analyst,Data Analysis,93918,Senior,Full-time,In-person,M
1656,Data Analyst,Data Analysis,51962,Senior,Full-time,In-person,M
1657,Data Scientist,Data Science and Research,180000,Senior,Full-time,In-person,M
1658,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
1659,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
1660,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
1661,Data Scientist,Data Science and Research,215000,Senior,Full-time,In-person,M
1662,Data Scientist,Data Science and Research,160000,Senior,Full-time,In-person,M
1663,Data Engineer,Data Engineering,174500,Executive,Full-time,In-person,M
1664,Data Engineer,Data Engineering,113000,Executive,Full-time,In-person,M
1665,Data Analyst,Data Analysis,125000,Senior,Full-time,Remote,M
1666,Data Analyst,Data Analysis,80000,Senior,Full-time,Remote,M
1667,Data Engineer,Data Engineering,145000,Senior,Full-time,Remote,M
1668,Data Engineer,Data Engineering,115000,Senior,Full-time,Remote,M
1669,Machine Learning Engineer,Machine Learning and AI,260000,Senior,Full-time,In-person,M
1670,Machine Learning Engineer,Machine Learning and AI,160000,Senior,Full-time,In-person,M
1671,Data Scientist,Data Science and Research,202000,Senior,Full-time,Remote,M
1672,Data Scientist,Data Science and Research,140000,Senior,Full-time,Remote,M
1673,Machine Learning Engineer,Machine Learning and AI,250000,Senior,Full-time,In-person,M
1674,Machine Learning Engineer,Machine Learning and AI,140000,Senior,Full-time,In-person,M
1675,Data Science Manager,Data Science and Research,204000,Senior,Full-time,Remote,M
1676,Data Science Manager,Data Science and Research,127500,Senior,Full-time,Remote,M
1677,Data Analyst,Data Analysis,145500,Senior,Full-time,In-person,M
1678,Data Analyst,Data Analysis,108000,Senior,Full-time,In-person,M
1679,Data Engineer,Data Engineering,206000,Senior,Full-time,Remote,M
1680,Data Engineer,Data Engineering,175100,Senior,Full-time,Remote,M
1681,Data Analyst,Data Analysis,122500,Senior,Full-time,Remote,M
1682,Data Analyst,Data Analysis,82500,Senior,Full-time,Remote,M
1683,Data Manager,Leadership and Management,110400,Senior,Full-time,In-person,M
1684,Data Manager,Leadership and Management,68000,Senior,Full-time,In-person,M
1685,Data Scientist,Data Science and Research,190000,Senior,Full-time,Remote,M
1686,Data Scientist,Data Science and Research,160000,Senior,Full-time,Remote,M
1687,Data Analyst,Data Analysis,95000,Senior,Full-time,In-person,M
1688,Data Analyst,Data Analysis,75000,Senior,Full-time,In-person,M
1689,Data Scientist,Data Science and Research,136000,Senior,Full-time,Remote,M
1690,Data Scientist,Data Science and Research,104000,Senior,Full-time,Remote,M
1691,Data Analyst,Data Analysis,130000,Mid-level,Full-time,In-person,M
1692,Data Analyst,Data Analysis,105000,Mid-level,Full-time,In-person,M
1693,Data Engineer,Data Engineering,154000,Mid-level,Full-time,In-person,M
1694,Data Engineer,Data Engineering,103000,Mid-level,Full-time,In-person,M
1695,Director of Data Science,Data Science and Research,217000,Mid-level,Full-time,In-person,M
1696,Director of Data Science,Data Science and Research,192000,Mid-level,Full-time,In-person,M
1697,Data Engineer,Data Engineering,170000,Senior,Full-time,In-person,M
1698,Data Engineer,Data Engineering,100000,Senior,Full-time,In-person,M
1699,Data Specialist,Data Management and Strategy,90000,Senior,Full-time,In-person,M
1700,Data Specialist,Data Management and Strategy,60000,Senior,Full-time,In-person,M
1701,AI Engineer,Machine Learning and AI,350000,Senior,Full-time,In-person,M
1702,AI Engineer,Machine Learning and AI,168000,Senior,Full-time,In-person,M
1703,Data Science Manager,Data Science and Research,234900,Senior,Full-time,In-person,M
1704,Data Science Manager,Data Science and Research,113500,Senior,Full-time,In-person,M
1705,Data Engineer,Data Engineering,385000,Senior,Full-time,In-person,M
1706,Data Engineer,Data Engineering,245000,Senior,Full-time,In-person,M
1707,Data Engineer,Data Engineering,255000,Senior,Full-time,In-person,M
1708,Data Engineer,Data Engineering,255000,Senior,Full-time,In-person,M
1709,Data Visualization Engineer,BI and Visualization,170200,Senior,Full-time,In-person,M
1710,Data Visualization Engineer,BI and Visualization,83900,Senior,Full-time,In-person,M
1711,Data Science Practitioner,Data Science and Research,170200,Senior,Full-time,In-person,M
1712,Data Science Practitioner,Data Science and Research,83900,Senior,Full-time,In-person,M
1713,Data Engineer,Data Engineering,202500,Senior,Full-time,In-person,M
1714,Data Engineer,Data Engineering,177500,Senior,Full-time,In-person,M
1715,Data Scientist,Data Science and Research,308000,Senior,Full-time,In-person,M
1716,Data Scientist,Data Science and Research,144000,Senior,Full-time,In-person,M
1717,Data Engineer,Data Engineering,130000,Senior,Full-time,Remote,M
1718,Data Engineer,Data Engineering,101570,Senior,Full-time,Remote,M
1719,Data Engineer,Data Engineering,300000,Senior,Full-time,In-person,M
1720,Data Engineer,Data Engineering,150000,Senior,Full-time,In-person,M
1721,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
1722,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
1723,Data Manager,Leadership and Management,145000,Senior,Full-time,In-person,M
1724,Data Manager,Leadership and Management,130000,Senior,Full-time,In-person,M
1725,Data Modeler,Data Architecture and Modeling,155000,Senior,Full-time,Remote,L
1726,Data Modeler,Data Architecture and Modeling,130000,Senior,Full-time,Remote,L
1727,Data Scientist,Data Science and Research,240000,Senior,Full-time,Remote,M
1728,Data Scientist,Data Science and Research,180000,Senior,Full-time,Remote,M
1729,AI Engineer,Machine Learning and AI,170200,Senior,Full-time,In-person,M
1730,AI Engineer,Machine Learning and AI,83900,Senior,Full-time,In-person,M
1731,Data Scientist,Data Science and Research,210000,Senior,Full-time,In-person,M
1732,Data Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
1733,Research Scientist,Data Science and Research,300000,Senior,Full-time,In-person,M
1734,Research Scientist,Data Science and Research,150000,Senior,Full-time,In-person,M
1735,ML Engineer,Machine Learning and AI,300000,Senior,Full-time,In-person,M
1736,ML Engineer,Machine Learning and AI,150000,Senior,Full-time,In-person,M
1737,Data Scientist,Data Science and Research,212800,Senior,Full-time,In-person,L
1738,Data Scientist,Data Science and Research,111600,Senior,Full-time,In-person,L
1739,Data Engineer,Data Engineering,213600,Senior,Full-time,In-person,M
1740,Data Engineer,Data Engineering,103200,Senior,Full-time,In-person,M
1741,Research Engineer,Data Science and Research,308000,Senior,Full-time,In-person,M
1742,Research Engineer,Data Science and Research,190400,Senior,Full-time,In-person,M
1743,Data Scientist,Data Science and Research,204000,Senior,Full-time,Remote,M
1744,Data Scientist,Data Science and Research,127500,Senior,Full-time,Remote,M
1745,Data Scientist,Data Science and Research,250000,Mid-level,Full-time,In-person,M
1746,Data Scientist,Data Science and Research,125000,Mid-level,Full-time,In-person,M
1747,Research Engineer,Data Science and Research,385000,Senior,Full-time,In-person,M
1748,Research Engineer,Data Science and Research,310000,Senior,Full-time,In-person,M
1749,Data Analyst,Data Analysis,120000,Senior,Full-time,Remote,M
1750,Data Analyst,Data Analysis,88000,Senior,Full-time,Remote,M
1751,Machine Learning Engineer,Machine Learning and AI,158000,Senior,Full-time,Remote,M
1752,Machine Learning Engineer,Machine Learning and AI,108000,Senior,Full-time,Remote,M
1753,Data Engineer,Data Engineering,385000,Senior,Full-time,In-person,M
1754,Data Engineer,Data Engineering,310000,Senior,Full-time,In-person,M
1755,Data Engineer,Data Engineering,247300,Senior,Full-time,In-person,M
1756,Data Engineer,Data Engineering,139700,Senior,Full-time,In-person,M
1757,Data Scientist,Data Science and Research,240000,Senior,Full-time,Remote,M
1758,Data Scientist,Data Science and Research,180000,Senior,Full-time,Remote,M
1759,Data Engineer,Data Engineering,130000,Senior,Full-time,Remote,M
1760,Data Engineer,Data Engineering,101570,Senior,Full-time,Remote,M
1761,Data Scientist,Data Science and Research,210000,Senior,Full-time,In-person,M
1762,Data Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
1763,AI Engineer,Machine Learning and AI,170200,Senior,Full-time,In-person,M
1764,AI Engineer,Machine Learning and AI,83900,Senior,Full-time,In-person,M
1765,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
1766,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
1767,Data Engineer,Data Engineering,169000,Mid-level,Full-time,In-person,M
1768,Data Engineer,Data Engineering,91000,Mid-level,Full-time,In-person,M
1769,Data Scientist,Data Science and Research,135000,Entry-level,Full-time,In-person,M
1770,Data Scientist,Data Science and Research,110000,Entry-level,Full-time,In-person,M
1771,Research Scientist,Data Science and Research,150000,Senior,Full-time,Remote,M
1772,Research Scientist,Data Science and Research,130000,Senior,Full-time,Remote,M
1773,Data Engineer,Data Engineering,128000,Senior,Full-time,In-person,M
1774,Data Engineer,Data Engineering,81500,Senior,Full-time,In-person,M
1775,Data Architect,Data Architecture and Modeling,306000,Senior,Full-time,Remote,M
1776,Data Architect,Data Architecture and Modeling,204000,Senior,Full-time,Remote,M
1777,Data Scientist,Data Science and Research,185900,Senior,Full-time,In-person,M
1778,Data Scientist,Data Science and Research,129300,Senior,Full-time,In-person,M
1779,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
1780,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
1781,Head of Data,Leadership and Management,270000,Executive,Full-time,Remote,M
1782,Head of Data,Leadership and Management,200000,Executive,Full-time,Remote,M
1783,Data Scientist,Data Science and Research,204500,Mid-level,Full-time,In-person,M
1784,Data Scientist,Data Science and Research,142200,Mid-level,Full-time,In-person,M
1785,Data Engineer,Data Engineering,188600,Senior,Full-time,In-person,M
1786,Data Engineer,Data Engineering,111550,Senior,Full-time,In-person,M
1787,Machine Learning Engineer,Machine Learning and AI,230000,Senior,Full-time,In-person,M
1788,Machine Learning Engineer,Machine Learning and AI,160000,Senior,Full-time,In-person,M
1789,Data Engineer,Data Engineering,247300,Senior,Full-time,In-person,M
1790,Data Engineer,Data Engineering,139700,Senior,Full-time,In-person,M
1791,AI Engineer,Machine Learning and AI,360000,Senior,Full-time,In-person,M
1792,AI Engineer,Machine Learning and AI,240000,Senior,Full-time,In-person,M
1793,ETL Developer,Data Engineering,129100,Senior,Full-time,In-person,M
1794,ETL Developer,Data Engineering,111400,Senior,Full-time,In-person,M
1795,Data Analyst,Data Analysis,135000,Senior,Full-time,Remote,M
1796,Data Analyst,Data Analysis,110000,Senior,Full-time,Remote,M
1797,Machine Learning Engineer,Machine Learning and AI,214500,Senior,Full-time,In-person,M
1798,Machine Learning Engineer,Machine Learning and AI,132600,Senior,Full-time,In-person,M
1799,Data Analyst,Data Analysis,120000,Senior,Full-time,In-person,M
1800,Data Analyst,Data Analysis,100000,Senior,Full-time,In-person,M
1801,Machine Learning Engineer,Machine Learning and AI,242921,Senior,Full-time,In-person,M
1802,Machine Learning Engineer,Machine Learning and AI,170045,Senior,Full-time,In-person,M
1803,Data Engineer,Data Engineering,225000,Senior,Full-time,Remote,M
1804,Data Engineer,Data Engineering,175000,Senior,Full-time,Remote,M
1805,Data Scientist,Data Science and Research,180000,Mid-level,Full-time,In-person,M
1806,Data Scientist,Data Science and Research,162000,Mid-level,Full-time,In-person,M
1807,Data Architect,Data Architecture and Modeling,175000,Senior,Full-time,In-person,M
1808,Data Architect,Data Architecture and Modeling,90000,Senior,Full-time,In-person,M
1809,Data Scientist,Data Science and Research,156450,Entry-level,Full-time,In-person,M
1810,Data Scientist,Data Science and Research,119200,Entry-level,Full-time,In-person,M
1811,Data Scientist,Data Science and Research,245000,Senior,Full-time,In-person,M
1812,Data Scientist,Data Science and Research,185000,Senior,Full-time,In-person,M
1813,Machine Learning Engineer,Machine Learning and AI,214500,Senior,Full-time,In-person,M
1814,Machine Learning Engineer,Machine Learning and AI,132600,Senior,Full-time,In-person,M
1815,Data Scientist,Data Science and Research,154800,Mid-level,Full-time,In-person,M
1816,Data Scientist,Data Science and Research,76300,Mid-level,Full-time,In-person,M
1817,Data Scientist,Data Science and Research,178600,Senior,Full-time,In-person,M
1818,Data Scientist,Data Science and Research,88600,Senior,Full-time,In-person,M
1819,Research Scientist,Data Science and Research,248100,Senior,Full-time,In-person,M
1820,Research Scientist,Data Science and Research,145900,Senior,Full-time,In-person,M
1821,Data Analyst,Data Analysis,93919,Senior,Full-time,Remote,M
1822,Data Analyst,Data Analysis,51962,Senior,Full-time,Remote,M
1823,Data Scientist,Data Science and Research,207345,Senior,Full-time,Remote,M
1824,Data Scientist,Data Science and Research,180300,Senior,Full-time,Remote,M
1825,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,In-person,M
1826,Machine Learning Engineer,Machine Learning and AI,140000,Senior,Full-time,In-person,M
1827,Analytics Engineer,Leadership and Management,205000,Senior,Full-time,In-person,M
1828,Analytics Engineer,Leadership and Management,167500,Senior,Full-time,In-person,M
1829,Data Analyst,Data Analysis,140000,Senior,Full-time,Remote,M
1830,Data Analyst,Data Analysis,110000,Senior,Full-time,Remote,M
1831,Data Scientist,Data Science and Research,228045,Senior,Full-time,Remote,M
1832,Data Scientist,Data Science and Research,198300,Senior,Full-time,Remote,M
1833,Data Engineer,Data Engineering,150000,Senior,Full-time,Remote,M
1834,Data Engineer,Data Engineering,140000,Senior,Full-time,Remote,M
1835,Data Analyst,Data Analysis,100000,Senior,Full-time,In-person,M
1836,Data Analyst,Data Analysis,75000,Senior,Full-time,In-person,M
1837,BI Developer,BI and Visualization,100000,Mid-level,Full-time,In-person,M
1838,BI Developer,BI and Visualization,75000,Mid-level,Full-time,In-person,M
1839,Data Modeler,Data Architecture and Modeling,140000,Senior,Full-time,In-person,M
1840,Data Modeler,Data Architecture and Modeling,100000,Senior,Full-time,In-person,M
1841,Data Analytics Manager,Leadership and Management,125000,Mid-level,Full-time,In-person,M
1842,Data Analytics Manager,Leadership and Management,120000,Mid-level,Full-time,In-person,M
1843,Business Intelligence Analyst,BI and Visualization,127000,Senior,Full-time,In-person,M
1844,Business Intelligence Analyst,BI and Visualization,99000,Senior,Full-time,In-person,M
1845,Data Engineer,Data Engineering,130000,Mid-level,Full-time,Remote,M
1846,Data Engineer,Data Engineering,120000,Mid-level,Full-time,Remote,M
1847,Business Intelligence Analyst,BI and Visualization,194500,Senior,Full-time,Remote,M
1848,Business Intelligence Analyst,BI and Visualization,132320,Senior,Full-time,Remote,M
1849,Data Engineer,Data Engineering,135000,Senior,Full-time,In-person,M
1850,Data Engineer,Data Engineering,90000,Senior,Full-time,In-person,M
1851,Data Analyst,Data Analysis,223602,Senior,Full-time,In-person,M
1852,Data Analyst,Data Analysis,143520,Senior,Full-time,In-person,M
1853,Machine Learning Scientist,Machine Learning and AI,180000,Senior,Full-time,In-person,M
1854,Machine Learning Scientist,Machine Learning and AI,140000,Senior,Full-time,In-person,M
1855,Data Scientist,Data Science and Research,180000,Mid-level,Full-time,In-person,M
1856,Data Scientist,Data Science and Research,162000,Mid-level,Full-time,In-person,M
1857,Data Analyst,Data Analysis,120350,Senior,Full-time,Remote,M
1858,Data Analyst,Data Analysis,74400,Senior,Full-time,Remote,M
1859,Data Scientist,Data Science and Research,185000,Senior,Full-time,In-person,M
1860,Data Scientist,Data Science and Research,123000,Senior,Full-time,In-person,M
1861,Data Engineer,Data Engineering,140000,Mid-level,Full-time,Remote,M
1862,Data Engineer,Data Engineering,90000,Mid-level,Full-time,Remote,M
1863,Machine Learning Engineer,Machine Learning and AI,214500,Senior,Full-time,In-person,M
1864,Machine Learning Engineer,Machine Learning and AI,132600,Senior,Full-time,In-person,M
1865,Data Engineer,Data Engineering,154000,Senior,Full-time,In-person,M
1866,Data Engineer,Data Engineering,103000,Senior,Full-time,In-person,M
1867,Data Analyst,Data Analysis,90000,Senior,Full-time,Remote,M
1868,Data Analyst,Data Analysis,80000,Senior,Full-time,Remote,M
1869,Data Manager,Leadership and Management,140000,Executive,Full-time,In-person,M
1870,Data Manager,Leadership and Management,100000,Executive,Full-time,In-person,M
1871,Data Engineer,Data Engineering,170000,Senior,Full-time,In-person,M
1872,Data Engineer,Data Engineering,100000,Senior,Full-time,In-person,M
1873,Data Analyst,Data Analysis,115000,Mid-level,Full-time,In-person,M
1874,Data Analyst,Data Analysis,105000,Mid-level,Full-time,In-person,M
1875,Data Scientist,Data Science and Research,296100,Senior,Full-time,In-person,M
1876,Data Scientist,Data Science and Research,144500,Senior,Full-time,In-person,M
1877,Data Engineer,Data Engineering,220000,Entry-level,Full-time,In-person,M
1878,Data Engineer,Data Engineering,187000,Entry-level,Full-time,In-person,M
1879,Data Analyst,Data Analysis,118600,Senior,Full-time,In-person,M
1880,Data Analyst,Data Analysis,96800,Senior,Full-time,In-person,M
1881,Data Scientist,Data Science and Research,100000,Entry-level,Full-time,Remote,M
1882,Data Analyst,Data Analysis,142000,Mid-level,Full-time,In-person,M
1883,Data Analyst,Data Analysis,128000,Mid-level,Full-time,In-person,M
1884,ETL Developer,Data Engineering,99500,Senior,Full-time,In-person,M
1885,ETL Developer,Data Engineering,53300,Senior,Full-time,In-person,M
1886,Data Engineer,Data Engineering,210000,Senior,Full-time,In-person,M
1887,Data Engineer,Data Engineering,165000,Senior,Full-time,In-person,M
1888,Research Scientist,Data Science and Research,172000,Senior,Full-time,In-person,M
1889,Research Scientist,Data Science and Research,125000,Senior,Full-time,In-person,M
1890,Data Engineer,Data Engineering,250000,Senior,Full-time,In-person,M
1891,Data Engineer,Data Engineering,190000,Senior,Full-time,In-person,M
1892,Research Engineer,Data Science and Research,245000,Senior,Full-time,In-person,M
1893,Research Engineer,Data Science and Research,245000,Senior,Full-time,In-person,M
1894,Data Architect,Data Architecture and Modeling,234900,Senior,Full-time,In-person,M
1895,Data Architect,Data Architecture and Modeling,68400,Senior,Full-time,In-person,M
1896,Data Scientist,Data Science and Research,155000,Senior,Full-time,In-person,M
1897,Data Scientist,Data Science and Research,139000,Senior,Full-time,In-person,M
1898,Data Analyst,Data Analysis,142000,Senior,Full-time,In-person,M
1899,Data Analyst,Data Analysis,128000,Senior,Full-time,In-person,M
1900,Research Engineer,Data Science and Research,172000,Senior,Full-time,In-person,M
1901,Research Engineer,Data Science and Research,125000,Senior,Full-time,In-person,M
1902,Data Engineer,Data Engineering,128000,Senior,Full-time,In-person,M
1903,Data Engineer,Data Engineering,81500,Senior,Full-time,In-person,M
1904,Data Engineer,Data Engineering,167500,Mid-level,Full-time,In-person,M
1905,Data Engineer,Data Engineering,106500,Mid-level,Full-time,In-person,M
1906,Data Engineer,Data Engineering,150000,Mid-level,Full-time,Remote,M
1907,Data Engineer,Data Engineering,100000,Mid-level,Full-time,Remote,M
1908,Data Analyst,Data Analysis,139600,Senior,Full-time,In-person,M
1909,Data Analyst,Data Analysis,85700,Senior,Full-time,In-person,M
1910,Data Engineer,Data Engineering,143000,Senior,Full-time,In-person,M
1911,Data Engineer,Data Engineering,95000,Senior,Full-time,In-person,M
1912,Data Manager,Leadership and Management,145000,Senior,Full-time,In-person,M
1913,Data Manager,Leadership and Management,130000,Senior,Full-time,In-person,M
1914,Machine Learning Engineer,Machine Learning and AI,330000,Senior,Full-time,Remote,M
1915,Machine Learning Engineer,Machine Learning and AI,188000,Senior,Full-time,Remote,M
1916,Data Analyst,Data Analysis,145000,Senior,Full-time,Remote,M
1917,Data Analyst,Data Analysis,106000,Senior,Full-time,Remote,M
1918,Machine Learning Engineer,Machine Learning and AI,297300,Senior,Full-time,Remote,M
1919,Machine Learning Engineer,Machine Learning and AI,198200,Senior,Full-time,Remote,M
1920,Data Engineer,Data Engineering,269100,Senior,Full-time,In-person,M
1921,Data Engineer,Data Engineering,131300,Senior,Full-time,In-person,M
1922,Machine Learning Infrastructure Engineer,Machine Learning and AI,220000,Senior,Full-time,Remote,M
1923,Machine Learning Infrastructure Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,M
1924,Research Scientist,Data Science and Research,252990,Mid-level,Full-time,Remote,M
1925,Research Scientist,Data Science and Research,162170,Mid-level,Full-time,Remote,M
1926,Machine Learning Infrastructure Engineer,Machine Learning and AI,260000,Senior,Full-time,Remote,M
1927,Machine Learning Infrastructure Engineer,Machine Learning and AI,235000,Senior,Full-time,Remote,M
1928,Machine Learning Engineer,Machine Learning and AI,204500,Mid-level,Full-time,In-person,M
1929,Machine Learning Engineer,Machine Learning and AI,142200,Mid-level,Full-time,In-person,M
1930,Data Analytics Manager,Leadership and Management,190000,Senior,Full-time,In-person,M
1931,Data Analytics Manager,Leadership and Management,145000,Senior,Full-time,In-person,M
1932,Data Scientist,Data Science and Research,212800,Senior,Full-time,Remote,M
1933,Data Scientist,Data Science and Research,111600,Senior,Full-time,Remote,M
