,job_title,job_category,salary,experience_level,employment_type,work_setting,company_size
380,Data Scientist,Data Science and Research,73100,Mid-level,Full-time,In-person,M
381,Research Engineer,Data Science and Research,141298,Senior,Full-time,In-person,M
382,Research Engineer,Data Science and Research,115607,Senior,Full-time,In-person,M
383,Data Engineer,Data Engineering,109000,Mid-level,Full-time,Remote,M
384,Data Engineer,Data Engineering,100000,Mid-level,Full-time,Remote,M
385,Data Scientist,Data Science and Research,205400,Senior,Full-time,In-person,M
386,Data Scientist,Data Science and Research,92900,Senior,Full-time,In-person,M
387,ML Engineer,Machine Learning and AI,220000,Entry-level,Full-time,In-person,M
388,ML Engineer,Machine Learning and AI,130000,Entry-level,Full-time,In-person,M
389,Data Scientist,Data Science and Research,160000,Mid-level,Full-time,Remote,M
390,Data Scientist,Data Science and Research,110000,Mid-level,Full-time,Remote,M
391,Data Engineer,Data Engineering,230000,Senior,Full-time,In-person,M
392,Data Engineer,Data Engineering,100000,Senior,Full-time,In-person,M
393,Business Intelligence Engineer,BI and Visualization,186030,Senior,Full-time,Remote,M
394,Business Intelligence Engineer,BI and Visualization,110200,Senior,Full-time,Remote,M
395,Research Engineer,Data Science and Research,130000,Mid-level,Full-time,Remote,M
396,Research Engineer,Data Science and Research,100000,Mid-level,Full-time,Remote,M
397,Data Scientist,Data Science and Research,242000,Mid-level,Full-time,In-person,M
398,Data Scientist,Data Science and Research,106200,Mid-level,Full-time,In-person,M
399,Data Scientist,Data Science and Research,220000,Executive,Full-time,Remote,M
400,Data Scientist,Data Science and Research,120000,Executive,Full-time,Remote,M
401,Data Scientist,Data Science and Research,258000,Senior,Full-time,In-person,M
402,Data Scientist,Data Science and Research,171000,Senior,Full-time,In-person,M
403,Research Analyst,Data Science and Research,91200,Entry-level,Full-time,In-person,M
404,Research Analyst,Data Science and Research,58200,Entry-level,Full-time,In-person,M
405,Data Scientist,Data Science and Research,192000,Senior,Full-time,Remote,M
406,Data Scientist,Data Science and Research,178000,Senior,Full-time,Remote,M
407,Data Engineer,Data Engineering,210000,Senior,Full-time,Remote,M
408,Data Engineer,Data Engineering,130000,Senior,Full-time,Remote,M
409,Research Engineer,Data Science and Research,160000,Entry-level,Full-time,In-person,M
410,Research Engineer,Data Science and Research,150000,Entry-level,Full-time,In-person,M
411,Applied Scientist,Data Science and Research,260000,Senior,Full-time,In-person,L
412,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
413,Data Architect,Data Architecture and Modeling,206000,Senior,Full-time,In-person,M
414,Data Architect,Data Architecture and Modeling,134000,Senior,Full-time,In-person,M
415,Data Scientist,Data Science and Research,180000,Senior,Full-time,Remote,M
416,Data Scientist,Data Science and Research,135000,Senior,Full-time,Remote,M
417,Data Scientist,Data Science and Research,200000,Senior,Full-time,In-person,M
418,Data Scientist,Data Science and Research,120000,Senior,Full-time,In-person,M
419,Machine Learning Engineer,Machine Learning and AI,212000,Senior,Full-time,In-person,M
420,Machine Learning Engineer,Machine Learning and AI,93300,Senior,Full-time,In-person,M
421,Data Engineer,Data Engineering,106700,Mid-level,Full-time,In-person,M
422,Data Engineer,Data Engineering,57700,Mid-level,Full-time,In-person,M
423,Machine Learning Engineer,Machine Learning and AI,266400,Senior,Full-time,In-person,M
424,Machine Learning Engineer,Machine Learning and AI,173300,Senior,Full-time,In-person,M
425,Data Analyst,Data Analysis,125000,Mid-level,Full-time,In-person,M
426,Data Analyst,Data Analysis,100000,Mid-level,Full-time,In-person,M
427,Business Intelligence Engineer,BI and Visualization,165600,Senior,Full-time,In-person,L
428,Business Intelligence Engineer,BI and Visualization,65800,Senior,Full-time,In-person,L
429,Data Scientist,Data Science and Research,210400,Mid-level,Full-time,In-person,M
430,Data Scientist,Data Science and Research,170500,Mid-level,Full-time,In-person,M
431,Data Scientist,Data Science and Research,212000,Senior,Full-time,In-person,M
432,Data Scientist,Data Science and Research,93300,Senior,Full-time,In-person,M
433,Data Engineer,Data Engineering,170000,Mid-level,Full-time,Remote,M
434,Data Engineer,Data Engineering,160000,Mid-level,Full-time,Remote,M
435,Data Scientist,Data Science and Research,185400,Senior,Full-time,Remote,M
436,Data Scientist,Data Science and Research,81536,Senior,Full-time,Remote,M
437,Data Analyst,Data Analysis,193000,Senior,Full-time,In-person,M
438,Data Analyst,Data Analysis,158000,Senior,Full-time,In-person,M
439,Data Engineer,Data Engineering,170000,Senior,Full-time,Remote,M
440,Data Engineer,Data Engineering,100000,Senior,Full-time,Remote,M
441,Applied Scientist,Data Science and Research,222200,Mid-level,Full-time,In-person,L
442,Applied Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,L
443,Data Engineer,Data Engineering,148000,Mid-level,Full-time,In-person,M
444,Data Engineer,Data Engineering,99000,Mid-level,Full-time,In-person,M
445,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
446,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
447,Data Analyst,Data Analysis,95000,Mid-level,Full-time,Remote,M
448,Data Analyst,Data Analysis,75000,Mid-level,Full-time,Remote,M
449,Data Analyst,Data Analysis,115000,Mid-level,Full-time,In-person,M
450,Data Analyst,Data Analysis,105000,Mid-level,Full-time,In-person,M
451,Data Engineer,Data Engineering,195800,Senior,Full-time,In-person,M
452,Data Engineer,Data Engineering,161900,Senior,Full-time,In-person,M
453,Data Analyst,Data Analysis,90000,Mid-level,Full-time,Remote,M
454,Data Analyst,Data Analysis,80000,Mid-level,Full-time,Remote,M
455,Data Analyst,Data Analysis,192500,Senior,Full-time,Remote,M
456,Data Analyst,Data Analysis,140000,Senior,Full-time,Remote,M
457,Analytics Engineer,Leadership and Management,100000,Mid-level,Full-time,In-person,M
458,Analytics Engineer,Leadership and Management,75000,Mid-level,Full-time,In-person,M
459,Data Engineer,Data Engineering,169000,Mid-level,Full-time,In-person,M
460,Data Engineer,Data Engineering,91000,Mid-level,Full-time,In-person,M
461,Data Analyst,Data Analysis,150000,Senior,Full-time,In-person,M
462,Data Analyst,Data Analysis,120000,Senior,Full-time,In-person,M
463,Data Engineer,Data Engineering,133000,Mid-level,Full-time,In-person,M
464,Data Engineer,Data Engineering,58400,Mid-level,Full-time,In-person,M
465,Data Scientist,Data Science and Research,166000,Senior,Full-time,In-person,M
466,Data Scientist,Data Science and Research,73100,Senior,Full-time,In-person,M
467,Data Scientist,Data Science and Research,166000,Mid-level,Full-time,In-person,M
468,Data Scientist,Data Science and Research,73100,Mid-level,Full-time,In-person,M
469,ML Engineer,Machine Learning and AI,336300,Senior,Full-time,In-person,M
470,ML Engineer,Machine Learning and AI,179000,Senior,Full-time,In-person,M
471,Machine Learning Engineer,Machine Learning and AI,296400,Senior,Full-time,In-person,M
472,Machine Learning Engineer,Machine Learning and AI,159600,Senior,Full-time,In-person,M
473,Data Scientist,Data Science and Research,212000,Senior,Full-time,In-person,M
474,Data Scientist,Data Science and Research,93300,Senior,Full-time,In-person,M
475,Machine Learning Engineer,Machine Learning and AI,204500,Senior,Full-time,In-person,M
476,Machine Learning Engineer,Machine Learning and AI,142200,Senior,Full-time,In-person,M
477,Head of Data,Leadership and Management,258500,Senior,Full-time,Remote,M
478,Head of Data,Leadership and Management,226500,Senior,Full-time,Remote,M
479,Research Scientist,Data Science and Research,247250,Senior,Full-time,In-person,M
480,Research Scientist,Data Science and Research,118400,Senior,Full-time,In-person,M
481,BI Analyst,BI and Visualization,160000,Mid-level,Full-time,In-person,M
482,BI Analyst,BI and Visualization,140000,Mid-level,Full-time,In-person,M
483,Machine Learning Engineer,Machine Learning and AI,212000,Senior,Full-time,In-person,M
484,Machine Learning Engineer,Machine Learning and AI,93400,Senior,Full-time,In-person,M
485,Data Scientist,Data Science and Research,219000,Senior,Full-time,In-person,M
486,Data Scientist,Data Science and Research,132000,Senior,Full-time,In-person,M
487,Data Scientist,Data Science and Research,130500,Senior,Full-time,In-person,M
488,Data Scientist,Data Science and Research,116000,Senior,Full-time,In-person,M
489,Research Scientist,Data Science and Research,323300,Senior,Full-time,In-person,M
490,Research Scientist,Data Science and Research,184700,Senior,Full-time,In-person,M
491,Machine Learning Scientist,Machine Learning and AI,250000,Senior,Full-time,In-person,M
492,Machine Learning Scientist,Machine Learning and AI,200000,Senior,Full-time,In-person,M
493,Data Scientist,Data Science and Research,136000,Mid-level,Full-time,In-person,M
494,Data Scientist,Data Science and Research,91000,Mid-level,Full-time,In-person,M
495,Data Scientist,Data Science and Research,185900,Senior,Full-time,In-person,M
496,Data Scientist,Data Science and Research,129300,Senior,Full-time,In-person,M
497,Data Scientist,Data Science and Research,135000,Entry-level,Full-time,In-person,M
498,Data Scientist,Data Science and Research,110000,Entry-level,Full-time,In-person,M
499,Data Scientist,Data Science and Research,137500,Senior,Full-time,In-person,M
500,Data Scientist,Data Science and Research,81500,Senior,Full-time,In-person,M
501,BI Analyst,BI and Visualization,202000,Senior,Full-time,Remote,M
502,BI Analyst,BI and Visualization,147000,Senior,Full-time,Remote,M
503,Data Scientist,Data Science and Research,140000,Senior,Full-time,In-person,M
504,Data Scientist,Data Science and Research,125000,Senior,Full-time,In-person,M
505,Data Scientist,Data Science and Research,170625,Senior,Full-time,In-person,M
506,Data Scientist,Data Science and Research,127950,Senior,Full-time,In-person,M
507,Data Analyst,Data Analysis,85256,Entry-level,Full-time,In-person,M
508,Data Analyst,Data Analysis,71615,Entry-level,Full-time,In-person,M
509,Data Scientist,Data Science and Research,100000,Entry-level,Full-time,In-person,L
510,Research Analyst,Data Science and Research,100000,Mid-level,Full-time,In-person,S
511,Data Engineer,Data Engineering,185000,Executive,Full-time,In-person,M
512,Data Engineer,Data Engineering,125000,Executive,Full-time,In-person,M
513,Data Management Analyst,Data Management and Strategy,60000,Entry-level,Full-time,Remote,M
514,Data Management Analyst,Data Management and Strategy,52000,Entry-level,Full-time,Remote,M
515,Machine Learning Engineer,Machine Learning and AI,300000,Senior,Full-time,In-person,M
516,Machine Learning Engineer,Machine Learning and AI,260000,Senior,Full-time,In-person,M
517,Data Scientist,Data Science and Research,225000,Senior,Full-time,In-person,M
518,Data Scientist,Data Science and Research,170000,Senior,Full-time,In-person,M
519,Business Intelligence Analyst,BI and Visualization,100000,Senior,Full-time,Remote,M
520,Business Intelligence Analyst,BI and Visualization,80000,Senior,Full-time,Remote,M
521,Machine Learning Modeler,Machine Learning and AI,204500,Senior,Full-time,In-person,M
522,Machine Learning Modeler,Machine Learning and AI,142200,Senior,Full-time,In-person,M
523,Data Scientist,Data Science and Research,135000,Senior,Full-time,Remote,M
524,Data Scientist,Data Science and Research,100000,Senior,Full-time,Remote,M
525,Data Scientist,Data Science and Research,297300,Senior,Full-time,Remote,M
526,Data Scientist,Data Science and Research,198200,Senior,Full-time,Remote,M
527,Machine Learning Engineer,Machine Learning and AI,240000,Senior,Full-time,Remote,M
528,Machine Learning Engineer,Machine Learning and AI,190000,Senior,Full-time,Remote,M
529,Business Intelligence Engineer,BI and Visualization,185000,Senior,Full-time,In-person,L
530,Business Intelligence Engineer,BI and Visualization,79600,Senior,Full-time,In-person,L
531,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
532,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
533,Data Engineer,Data Engineering,110000,Senior,Full-time,Remote,M
534,Data Engineer,Data Engineering,95000,Senior,Full-time,Remote,M
535,Machine Learning Engineer,Machine Learning and AI,324000,Senior,Full-time,In-person,M
536,Machine Learning Engineer,Machine Learning and AI,159000,Senior,Full-time,In-person,M
537,Research Analyst,Data Science and Research,71000,Mid-level,Full-time,Remote,M
538,Research Analyst,Data Science and Research,57000,Mid-level,Full-time,Remote,M
539,Applied Scientist,Data Science and Research,222200,Senior,Full-time,In-person,L
540,Applied Scientist,Data Science and Research,136000,Senior,Full-time,In-person,L
541,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Full-time,Remote,M
542,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Full-time,Remote,M
543,Data Analyst,Data Analysis,59000,Mid-level,Full-time,Remote,M
544,Data Analyst,Data Analysis,50000,Mid-level,Full-time,Remote,M
545,Machine Learning Engineer,Machine Learning and AI,234000,Senior,Full-time,Remote,M
546,Machine Learning Engineer,Machine Learning and AI,208000,Senior,Full-time,Remote,M
547,Analytics Engineer,Leadership and Management,187000,Senior,Full-time,Remote,M
548,Analytics Engineer,Leadership and Management,128000,Senior,Full-time,Remote,M
549,BI Analyst,BI and Visualization,202000,Senior,Full-time,Remote,M
550,BI Analyst,BI and Visualization,147000,Senior,Full-time,Remote,M
551,Data Analyst,Data Analysis,135000,Mid-level,Full-time,In-person,M
552,Data Analyst,Data Analysis,120000,Mid-level,Full-time,In-person,M
553,Data Architect,Data Architecture and Modeling,150000,Mid-level,Full-time,Remote,M
554,Data Architect,Data Architecture and Modeling,140000,Mid-level,Full-time,Remote,M
555,Research Scientist,Data Science and Research,190000,Senior,Full-time,In-person,M
556,Research Scientist,Data Science and Research,165000,Senior,Full-time,In-person,M
557,Data Scientist,Data Science and Research,280000,Senior,Full-time,Remote,M
558,Data Scientist,Data Science and Research,190000,Senior,Full-time,Remote,M
559,Data Science Director,Data Science and Research,212000,Executive,Full-time,In-person,M
560,Data Science Director,Data Science and Research,190000,Executive,Full-time,In-person,M
561,Machine Learning Engineer,Machine Learning and AI,245700,Senior,Full-time,In-person,M
562,Machine Learning Engineer,Machine Learning and AI,132300,Senior,Full-time,In-person,M
563,Data Specialist,Data Management and Strategy,90000,Mid-level,Full-time,In-person,M
